otherobjectid,objectid,filename,youtubeid,itemtype,format,title,latitude,longitude,date,date is approximate?,encounterdate,description,subject,location,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying701,twomouth-aboveroad-imag0040,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0040.mp4,,trailcam,video/mp4,Swainson's Thrush,48.727736,-116.604203,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0040.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-aboveroad-imag0040_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-aboveroad-imag0040_th.jpg
storying702,twomouth-aboveroad-imag0044,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0044.mp4,,trailcam,video/mp4,Moth Flight,48.727736,-116.604203,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0044.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-aboveroad-imag0044_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-aboveroad-imag0044_th.jpg
storying703,twomouth-aboveroad-imag0046,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0046.mp4,,trailcam,video/mp4,Doe Crossing,48.727736,-116.604203,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0046.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-aboveroad-imag0046_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-aboveroad-imag0046_th.jpg
storying704,twomouth-aboveroad-imag0052,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0052.mp4,,trailcam,video/mp4,Doe Exiting,48.727736,-116.604203,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0052.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-aboveroad-imag0052_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-aboveroad-imag0052_th.jpg
storying705,twomouth-aboveroad-imag0064,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0064.mp4,,trailcam,video/mp4,Coming Down,48.727736,-116.604203,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0064.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-aboveroad-imag0064_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-aboveroad-imag0064_th.jpg
storying706,twomouth-aboveroad-imag0066,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0066.mp4,,trailcam,video/mp4,Enters,48.727736,-116.604203,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0066.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-aboveroad-imag0066_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-aboveroad-imag0066_th.jpg
storying707,twomouth-aboveroad-imag0071,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-aboveroad-imag0071.jpg,,trailcam,image/jpg,Doe Approach,48.727736,-116.604203,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/twomouth-aboveroad-imag0071.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-aboveroad-imag0071_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-aboveroad-imag0071_th.jpg
storying708,twomouth-aboveroad-imag0074,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0074.mp4,,trailcam,video/mp4,Bounding Away,48.727736,-116.604203,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0074.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-aboveroad-imag0074_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-aboveroad-imag0074_th.jpg
storying709,twomouth-aboveroad-imag0076,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0076.mp4,,trailcam,video/mp4,Knife Draw,48.727736,-116.604203,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/twomouth-aboveroad-imag0076.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/twomouth-aboveroad-imag0076_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/twomouth-aboveroad-imag0076_th.jpg
storying710,alligatorlizardtail,https://cdil.lib.uidaho.edu/storying-extinction/objects/alligatorlizardtail.jpg,,contextual,image/jpg,Southern Alligator Lizard On Rock,34.156118,-118.420975,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/alligatorlizardtail.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/alligatorlizardtail_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/alligatorlizardtail_th.jpg
storying711,billyhouston-klockman,https://cdil.lib.uidaho.edu/storying-extinction/objects/billyhouston-klockman.jpg,,contextual,image/jpg,Billy Houston Sketch,48.942082,-116.930696,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/billyhouston-klockman.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/billyhouston-klockman_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/billyhouston-klockman_th.jpg
storying712,boswell-split-rail,https://cdil.lib.uidaho.edu/storying-extinction/objects/boswell-split-rail.jpg,,contextual,image/jpg,Split-Rail Fence,48.587563,-116.265379,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/boswell-split-rail.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/boswell-split-rail_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/boswell-split-rail_th.jpg
storying713,carlton-newsclipping,https://cdil.lib.uidaho.edu/storying-extinction/objects/carlton-newsclipping.png,,contextual,image/jpg,Jasper Carlton Clipping,48.718656,-116.198088,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/carlton-newsclipping.png,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/carlton-newsclipping_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/carlton-newsclipping_th.jpg
storying714,chrislamb-partbird-nolettering-closer,https://cdil.lib.uidaho.edu/storying-extinction/objects/chrislamb-partbird-nolettering-closer.jpg,,contextual,image/jpg,Bird In Flight,42.859754,-72.569638,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/chrislamb-partbird-nolettering-closer.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/chrislamb-partbird-nolettering-closer_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/chrislamb-partbird-nolettering-closer_th.jpg
storying715,chrislamb-partbird,https://cdil.lib.uidaho.edu/storying-extinction/objects/chrislamb-partbird.jpg,,contextual,image/jpg,Getting Ready For Flight,42.859754,-72.569638,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/chrislamb-partbird.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/chrislamb-partbird_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/chrislamb-partbird_th.jpg
storying716,comet_2020_f3_neowise_on_jul_14_2020_aligned_to_stars,https://cdil.lib.uidaho.edu/storying-extinction/objects/comet_2020_f3_neowise_on_jul_14_2020_aligned_to_stars.jpg,,contextual,image/jpg,Comet NEOWISE,48.587563,-116.265379,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/comet_2020_f3_neowise_on_jul_14_2020_aligned_to_stars.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/comet_2020_f3_neowise_on_jul_14_2020_aligned_to_stars_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/comet_2020_f3_neowise_on_jul_14_2020_aligned_to_stars_th.jpg
storying717,carlton-letter,https://cdil.lib.uidaho.edu/storying-extinction/objects/carlton-letter.jpg,,contextual,image/jpg,Jasper Carlton Letterhead,48.587563,-116.265379,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/carlton-letter.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/carlton-letter_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/carlton-letter_th.jpg
storying718,elk-hunting,https://cdil.lib.uidaho.edu/storying-extinction/objects/elk-hunting.jpg,,contextual,image/jpg,Idaho Elk Hunting,45.214776,-115.991811,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/elk-hunting.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/elk-hunting_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/elk-hunting_th.jpg
storying719,full-jeannot-article,https://cdil.lib.uidaho.edu/storying-extinction/objects/full-jeannot-article.jpg,,contextual,image/jpg,Caribou Timeline,48.248169,-116.311998,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/full-jeannot-article.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/full-jeannot-article_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/full-jeannot-article_th.jpg
storying720,jeannotnewsarticle,https://cdil.lib.uidaho.edu/storying-extinction/objects/jeannotnewsarticle.jpg,,contextual,image/jpg,Jeannot Caribou ,48.248169,-116.311998,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/jeannotnewsarticle.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/jeannotnewsarticle_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/jeannotnewsarticle_th.jpg
storying721,lacnhm-mega-jack,https://cdil.lib.uidaho.edu/storying-extinction/objects/lacnhm-mega-jack.jpg,,contextual,image/jpg,Los Angeles County Museum of Natural History,34.062929,-118.355877,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/lacnhm-mega-jack.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/lacnhm-mega-jack_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/lacnhm-mega-jack_th.jpg
storying722,lacnhm-megafauna-jack-warmer,https://cdil.lib.uidaho.edu/storying-extinction/objects/lacnhm-megafauna-jack-warmer.jpg,,contextual,image/jpg,Los Angeles County Museum of Natural History,34.062929,-118.355877,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/lacnhm-megafauna-jack-warmer.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/lacnhm-megafauna-jack-warmer_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/lacnhm-megafauna-jack-warmer_th.jpg
storying723,lacnhm-sabertooth-jack,https://cdil.lib.uidaho.edu/storying-extinction/objects/lacnhm-sabertooth-jack.jpg,,contextual,image/jpg,Los Angeles County Museum of Natural History,34.062929,-118.355877,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/lacnhm-sabertooth-jack.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/lacnhm-sabertooth-jack_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/lacnhm-sabertooth-jack_th.jpg
storying724,lacnhmmammoth-jack,https://cdil.lib.uidaho.edu/storying-extinction/objects/lacnhmmammoth-jack.jpg,,contextual,image/jpg,Los Angeles County Museum of Natural History,34.062929,-118.355877,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/lacnhmmammoth-jack.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/lacnhmmammoth-jack_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/lacnhmmammoth-jack_th.jpg
storying725,los_angeles_county_museum_of_natural_history_deer_diorama-1,https://cdil.lib.uidaho.edu/storying-extinction/objects/los_angeles_county_museum_of_natural_history_deer_diorama-1.jpg,,contextual,image/jpg,Los Angeles County Museum of Natural History,34.016191,-118.288681,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/los_angeles_county_museum_of_natural_history_deer_diorama-1.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/los_angeles_county_museum_of_natural_history_deer_diorama-1_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/los_angeles_county_museum_of_natural_history_deer_diorama-1_th.jpg
storying726,mountain-carbou-historical-range,https://cdil.lib.uidaho.edu/storying-extinction/objects/mountain-carbou-historical-range.jpg,,contextual,image/jpg,Historical Range of Idaho Mountain Caribou,48.899311,-116.655737,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/mountain-carbou-historical-range.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/mountain-carbou-historical-range_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/mountain-carbou-historical-range_th.jpg
storying727,neowise-alternate,https://cdil.lib.uidaho.edu/storying-extinction/objects/neowise-alternate.jpg,,contextual,image/jpg,Comet NEOWISE,48.587563,-116.265379,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/neowise-alternate.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/neowise-alternate_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/neowise-alternate_th.jpg
storying728,pittsburgh_daily_post_sun__feb_2__1913_,https://cdil.lib.uidaho.edu/storying-extinction/objects/pittsburgh_daily_post_sun__feb_2__1913_.jpg,,contextual,image/jpg,Wild Elk,40.44281772,-80.01732045,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/pittsburgh_daily_post_sun__feb_2__1913_.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/pittsburgh_daily_post_sun__feb_2__1913__sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/pittsburgh_daily_post_sun__feb_2__1913__th.jpg
storying729,pittsburgh_post_gazette_sun__jan_26__1913_,https://cdil.lib.uidaho.edu/storying-extinction/objects/pittsburgh_post_gazette_sun__jan_26__1913_.jpg,,contextual,image/jpg,Cars of Wild Elk,40.44281772,-80.01732045,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/pittsburgh_post_gazette_sun__jan_26__1913_.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/pittsburgh_post_gazette_sun__jan_26__1913__sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/pittsburgh_post_gazette_sun__jan_26__1913__th.jpg
storying730,southern-alligator-lizard2,https://cdil.lib.uidaho.edu/storying-extinction/objects/southernalligatorlizard2.jpg,,contextual,image/jpg,Southern Alligator Lizard ,34.156118,-118.420975,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/southernalligatorlizard2.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/southernalligatorlizard2_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/southernalligatorlizard2_th.jpg
storying731,carlton-endangered-apr-24-1983,https://cdil.lib.uidaho.edu/storying-extinction/objects/carlton-endangered-apr-24-1983.jpg,,contextual,image/jpg,Endangered Status,48.718656,-116.198088,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/carlton-endangered-apr-24-1983.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/carlton-endangered-apr-24-1983_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/carlton-endangered-apr-24-1983_th.jpg
storying732,territory-of-idaho,https://cdil.lib.uidaho.edu/storying-extinction/objects/territory-of-idaho.jpg,,contextual,image/jpg,Territory of Idaho,46.273229,-114.848486,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/territory-of-idaho.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/territory-of-idaho_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/territory-of-idaho_th.jpg
storying733,the_brockway_record_fri__feb_7__1913_elk_train,https://cdil.lib.uidaho.edu/storying-extinction/objects/the_brockway_record_fri__feb_7__1913_elk_train.jpg,,contextual,image/jpg,"""Herd of Elk Safely Landed"" Brockway Record, Feb 7, 1913",41.25100666,-78.79631289,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/the_brockway_record_fri__feb_7__1913_elk_train.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/the_brockway_record_fri__feb_7__1913_elk_train_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/the_brockway_record_fri__feb_7__1913_elk_train_th.jpg
storying734,big-snowy-ridge-2,https://cdil.lib.uidaho.edu/storying-extinction/objects/big-snowy-ridge-2.jpg,,contextual,image/jpg,Looking North to Snowy Top from Little Snowy Top,48.984927,-116.993919,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/big-snowy-ridge-2.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/big-snowy-ridge-2_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/big-snowy-ridge-2_th.jpg
stprying735,blackbear-through-binos,https://cdil.lib.uidaho.edu/storying-extinction/objects/blackbear-through-binos.jpg,,contextual,image/jpg,Black Bear Spotted Through Binos,48.976842,-116.997534,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/blackbear-through-binos.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/blackbear-through-binos_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/blackbear-through-binos_th.jpg
storying736,burn-off,https://cdil.lib.uidaho.edu/storying-extinction/objects/burn-off.jpg,,contextual,image/jpg,Salmo-Priest Wilderness,48.940946,-117.01256,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/burn-off.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/burn-off_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/burn-off_th.jpg
stprying737,calving-grounds,https://cdil.lib.uidaho.edu/storying-extinction/objects/calving-grounds.jpg,,contextual,image/jpg,Caribou Calving Grounds,48.945496,-117.016165,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/calving-grounds.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/calving-grounds_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/calving-grounds_th.jpg
storying738,continental-mt,https://cdil.lib.uidaho.edu/storying-extinction/objects/continental-mt.jpg,,contextual,image/jpg,Continental Mountain,48.944216,-116.928274,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/continental-mt.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/continental-mt_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/continental-mt_th.jpg
storying739,deck-tarp,https://cdil.lib.uidaho.edu/storying-extinction/objects/deck-tarp.jpg,,contextual,image/jpg,Decker at Camp,48.957744,-117.011015,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/deck-tarp.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/deck-tarp_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/deck-tarp_th.jpg
storying740,lichen,https://cdil.lib.uidaho.edu/storying-extinction/objects/lichen.jpg,,contextual,image/jpg,Lichen in Trees,48.94354,-117.014105,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/lichen.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/lichen_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/lichen_th.jpg
storying741,lightning,https://cdil.lib.uidaho.edu/storying-extinction/objects/lightning.mp4,,contextual,video/mp4,Distant Storm from Ridgeline,49.004048,-116.918833,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/lightning.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/lightning_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/lightning_th.jpg
storying742,ridgeline,https://cdil.lib.uidaho.edu/storying-extinction/objects/ridgeline.jpg,,contextual,image/jpg,Ridgeline to Priest Lake,48.984338,-116.99196,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/ridgeline.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/ridgeline_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/ridgeline_th.jpg
storying743,salmo-priest-sunset,https://cdil.lib.uidaho.edu/storying-extinction/objects/salmo-priest-sunset.jpg,,contextual,image/jpg,Salmo-priest at Sunset,48.968451,-117.034017,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/salmo-priest-sunset.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/salmo-priest-sunset_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/salmo-priest-sunset_th.jpg
storying744,standing-dead-trees,https://cdil.lib.uidaho.edu/storying-extinction/objects/standing-dead-trees.jpg,,contextual,image/jpg,Standing Dead Trees,48.962365,-117.011186,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/standing-dead-trees.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/standing-dead-trees_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/standing-dead-trees_th.jpg
storying745,tarp-setup,https://cdil.lib.uidaho.edu/storying-extinction/objects/tarp-setup.jpg,,contextual,image/jpg,Tarp Setup,48.960111,-117.00844,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/tarp-setup.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/tarp-setup_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/tarp-setup_th.jpg
storying746,big-snowy-ridge,https://cdil.lib.uidaho.edu/storying-extinction/objects/big-snowy-ridge.jpg,,contextual,image/jpg,Ridgeline to Big Snowy Top,48.982648,-116.992132,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/big-snowy-ridge.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/big-snowy-ridge_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/big-snowy-ridge_th.jpg
storying748,mountain-carbou-historical-range-better,https://cdil.lib.uidaho.edu/storying-extinction/objects/mountain-caribou-historical-range-better.jpg,,contextual,image/jpg,Mountain Caribou Historical Range,48.928117,-116.720634,,,,,,,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/mountain-caribou-historical-range-better.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/small/mountain-caribou-historical-range-better_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/thumbs/mountain-caribou-historical-range-better_th.jpg
storying749,salmopriest-criticalhabitat-bearpipe-imag0366,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/salmopriest-criticalhabitat-bearpipe-imag0366.mp4,,trailcam,video/mp4,UFO,48.953816,-117.025406,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/salmopriest-criticalhabitat-bearpipe-imag0366.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-bearpipe-imag0366_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-bearpipe-imag0366_th.jpg
storying750,salmopriest-criticalhabitat-bearpipe-imag0034,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/salmopriest-criticalhabitat-bearpipe-imag0034.mp4,,trailcam,video/mp4,Bumbling Sunrise,48.953816,-117.025406,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/salmopriest-criticalhabitat-bearpipe-imag0034.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-bearpipe-imag0034_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-bearpipe-imag0034_th.jpg
storying751,salmopriest-criticalhabitat-bearpipe-imag0024,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/salmopriest-criticalhabitat-bearpipe-imag0024.mp4,,trailcam,video/mp4,Night Owl,48.953816,-117.025406,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/salmopriest-criticalhabitat-bearpipe-imag0024.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-bearpipe-imag0024_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-bearpipe-imag0024_th.jpg
storying752,salmopriest-criticalhabitat-bearpipe-imag0064,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/salmopriest-criticalhabitat-bearpipe-imag0064.mp4,,trailcam,video/mp4,PDA,48.953816,-117.025406,,,,,,,Image;MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/salmopriest-criticalhabitat-bearpipe-imag0064.mp4,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-bearpipe-imag0064_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-bearpipe-imag0064_th.jpg
