otherobjectid,objectid,filename,youtubeid,otheryoutubeid,title,date,date is approximate?,encounterdate,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying095,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0271,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0271.jpg,,,Unknown Trigger,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0271.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0271_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0271_th.jpg
storying096,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0273,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0273.jpg,,,Warp Speed,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0273.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0273_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0273_th.jpg
storying097,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0275,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0275.jpg,,,Ghosts,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0275.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0275_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0275_th.jpg
storying098,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0277.jpg,,,Feeding Time,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0277.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0277_th.jpg
storying099,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0279,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0279.jpg,,,Snowshoe,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0279.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0279_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0279_th.jpg
storying100,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0281,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0281.jpg,,,Illumination,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0281.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0281_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0281_th.jpg
storying101,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0283,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0283.jpg,,,Late July in the Critical Habitat,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0283.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0283_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0283_th.jpg
storying102,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0285,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0285.jpg,,,Caribou Ghosts,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0285.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0285_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0285_th.jpg
storying103,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0287,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0287.jpg,,,Caribou Ghosts,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0287.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0287_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0287_th.jpg
storying104,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0289.jpg,,,Critical Shadows,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0289.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0289_th.jpg
storying105,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0291,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0291.jpg,,,Critical Glare,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0291.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0291_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0291_th.jpg
storying106,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0293,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0293.jpg,,,Critical Glare,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0293.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0293_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0293_th.jpg
storying107,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0295,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0295.jpg,,,Less Critical Glare,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0295.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0295_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0295_th.jpg
storying108,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0297,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0297.jpg,,,Less Critical Glare,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0297.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0297_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0297_th.jpg
storying109,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0299,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0299.jpg,,,Afternoon Shadows,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0299.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0299_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0299_th.jpg
storying110,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0301,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0301.jpg,,,Critical Glare,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0301.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0301_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0301_th.jpg
storying111,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0303,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0303.jpg,,,Critical Glare,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0303.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0303_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0303_th.jpg
storying112,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0305,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0305.jpg,,,Grass is Growing,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0305.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0305_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0305_th.jpg
storying113,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0307,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0307.jpg,,,Grass is Growing,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0307.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0307_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0307_th.jpg
storying114,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0309,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0309.jpg,,,Foxtrot ,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0309.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0309_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0309_th.jpg
storying115,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0311,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0311.jpg,,,Dawn in the Trees,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0311.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0311_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0311_th.jpg
storying116,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0313,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0313.jpg,,,Grey Morning Coming Down,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0313.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0313_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0313_th.jpg
storying117,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0315,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0315.jpg,,,Morning on the Ridge,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0315.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0315_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0315_th.jpg
storying118,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0317,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0317.jpg,,,Sunbeam,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0317.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0317_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0317_th.jpg
storying119,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0319,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0319.jpg,,,Mule Deer or Whitetail?,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0319.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0319_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0319_th.jpg
storying120,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0321,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0321.jpg,,,Morning Glare,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0321.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0321_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0321_th.jpg
storying121,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0323,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0323.jpg,,,Morning Glare,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0323.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0323_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0323_th.jpg
storying122,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0325,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0325.jpg,,,Midday Nap,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0325.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0325_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0325_th.jpg
storying123,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0327,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0327.jpg,,,Biped With Bucket ,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0327.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0327_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0327_th.jpg
storying124,salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0329,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0329.jpg,,,Grasping,,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0329.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0329_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-littlesnowyridgefunnel-imag0329_th.jpg
storying126,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmot0605,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmot0605.jpg,,,Hoary Marmot ,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Outcropping,,,image/jpg,48.950421,-117.016485,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmot0605.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmot0605_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmot0605_th.jpg
storying127,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotgaze0605,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotgaze0605.jpg,,,Hoary Marmot Gaze,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Outcropping,,,image/jpg,48.950421,-117.016485,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotgaze0605.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotgaze0605_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotgaze0605_th.jpg
storying128,salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotsnow,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotSnow.jpg,,,Marmot in the Snow,,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Outcropping,,,image/jpg,48.950421,-117.016485,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotSnow.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotsnow_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitat-salmodivide535outcropping-hoarymarmotsnow_th.jpg
