otherobjectid,objectid,filename,youtubeid,otheryoutubeid,title,date,date is approximate?,encounterdate,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying324,salmopriest-criticalhabitatsnowytopsouthbasin-imag0035,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0035.jpg,,,Unknown,,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0035.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitatsnowytopsouthbasin-imag0035_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitatsnowytopsouthbasin-imag0035_th.jpg
storying325,salmopriest-criticalhabitatsnowytopsouthbasin-imag0037,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0037.jpg,,,Hikers Approaching,,,,,,Salmo-Priest Critical Habitat;SnowyTop South Basin,,,image/jpg,48.983664,-116.999382,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitatSnowyTopsouthbasin-IMAG0037.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/salmopriest-criticalhabitatsnowytopsouthbasin-imag0037_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/salmopriest-criticalhabitatsnowytopsouthbasin-imag0037_th.jpg
storying326,ballcreek-cedarrub-birdonpath,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Birdonpath.mp4,,v7XhsnSSa9A,Birdonpath,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Birdonpath.mp4,,
storying327,ballcreek-cedarrub-blackbearclimbingoverlogs,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Blackbearclimbingoverlogs.mp4,,x_1lc1RFigY,Black Bear Climbing Logs,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Blackbearclimbingoverlogs.mp4,,
storying328,ballcreek-cedarrub-blackbearwalkingaway,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Blackbearwalkingaway.mp4,,6VIkdKrp3r4,Walking Away,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Blackbearwalkingaway.mp4,,
storying329,ballcreek-cedarrub-bullelkapproach,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkapproach.mp4,,cBKt1Fc7IaQ,Bull Approach,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkapproach.mp4,,
storying330,ballcreek-cedarrub-bullelkbrowsing-vid,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkbrowsing.mp4,,CHHEvm-MujU,Bull Browsing,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkbrowsing.mp4,,
storying331,ballcreek-cedarrub-bullelkinvestigatesbearrub2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkinvestigatesbearrub2.mp4,,oAz9QGogDgw,Investigates Rub,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkinvestigatesbearrub2.mp4,,
storying332,ballcreek-cedarrub-bullelkinvestigatesblackbearrub,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkinvestigatesblackbearrub.mp4,,Qp5UUuiwl-8,Investigates Rub,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkinvestigatesblackbearrub.mp4,,
storying333,ballcreek-cedarrub-bullelkrack,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkrack.mp4,,lyxNX__kmGY,Wapiti,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkrack.mp4,,
storying334,ballcreek-cedarrub-bullelkreturn,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkreturn.mp4,,dFJtXXANfco,Wapti Return,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Bullelkreturn.mp4,,
storying335,ballcreek-cedarrub-cinnamonbeardeparts,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbeardeparts.mp4,,BRC8sASwHXU,Cinnamon Bear Departs,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbeardeparts.mp4,,
storying336,ballcreek-cedarrub-cinnamonbeardeparts2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbeardeparts2.mp4,,EbKFBHcjEbw,Cinnamon Bear Departs 2.0,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbeardeparts2.mp4,,
storying337,ballcreek-cedarrub-cinnamonbearinvestigatestree2-vid,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbearinvestigatestree2.mp4,,zMOhgxXPbJU,Cinnamon Investigates,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbearinvestigatestree2.mp4,,
storying338,ballcreek-cedarrub-cinnamonbearrubs2,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbearrubs2.mp4,,wBnM_EEm_q0,Cinnamon Rub,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonbearrubs2.mp4,,
storying339,ballcreek-cedarrub-cinnamonphasedblackbearinvestigatestree,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonphasedblackbearinvestigatestree.mp4,,LQ7DaT29MMw,Cinnamon Investigates,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Cinnamonphasedblackbearinvestigatestree.mp4,,
storying340,ballcreek-cedarrub-critterchecksoutcam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Critterchecksoutcam.mp4,,B8FAW3TcUD8,Checking Out Cam,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Critterchecksoutcam.mp4,,
storying341,ballcreek-cedarrub-hikerinvestigates,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Hikerinvestigates.mp4,,Gw8_9cw8tOo,Hiker Investigates,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Hikerinvestigates.mp4,,
storying342,ballcreek-cedarrub-imagineifyouweretosawthroughthat,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-imagineifyouweretosawthroughthat.mp4,,ay4nQD7jyzE,Imagine If You Were To Saw Through That,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-imagineifyouweretosawthroughthat.mp4,,
storying343,ballcreek-cedarrub-licheninthewind,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Licheninthewind.mp4,,B8FAW3TcUD8,Lichen In the Wind,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Licheninthewind.mp4,,
storying344,ballcreek-cedarrub-mandrawsgun,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mandrawsgun.mp4,,9IyWo3WdFf4,Draws Gun,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mandrawsgun.mp4,,
storying345,ballcreek-cedarrub-mantakespicture,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mantakespicture.mp4,,cHWP7R2MJps,Picture,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mantakespicture.mp4,,
storying346,ballcreek-cedarrub-mantakespictureofwifeanddaughter,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mantakespictureofwifeanddaughter.mp4,,emufd6-OSus,Family Group,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mantakespictureofwifeanddaughter.mp4,,
storying347,ballcreek-cedarrub-moosedeparture-vid,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Moosedeparture.mp4,,3VDzyVSC9UA,Moose Departs,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Moosedeparture.mp4,,
storying348,ballcreek-cedarrub-mooseinvestigatestree-vid,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mooseinvestigatestree.mp4,,RWeS-dDkqrA,Moose Investigates,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Mooseinvestigatestree.mp4,,
storying349,ballcreek-cedarrub-moosepassesthrough,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Moosepassesthrough.mp4,,QLHihT_HCQ0,Passing Through,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Moosepassesthrough.mp4,,
storying350,ballcreek-cedarrub-morningtree,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Morningtree.mp4,,0RqBOLJZerU,Morning Tree,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Morningtree.mp4,,
storying351,ballcreek-cedarrub-nightbird,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Nightbird.mp4,,kzk2Gjcpjh8,Night Bird,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Nightbird.mp4,,
storying352,ballcreek-cedarrub-nightshotbirdsound,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Nightshotbirdsound.mp4,,yULpAex32pw,Nocturne,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Nightshotbirdsound.mp4,,
storying353,ballcreek-cedarrub-nighttimevid,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Nighttimevid.mp4,,8sP-AyNta0Y,Night,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Nighttimevid.mp4,,
storying354,ballcreek-cedarrub-thereweretreeslikethiseverywhere,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Thereweretreeslikethiseverywhere.mp4,,7_BxZXJIgR4,Old Growth Reflections,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Thereweretreeslikethiseverywhere.mp4,,
storying355,ballcreek-cedarrub-wetblackbearrubdismount,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Wetblackbearrubdismount.mp4,,bkXt59ySfwQ,Wet Bear,,,,,,Ball Creek;Cedar Rub,,,video/avi,48.770613,-116.619259,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-CedarRub-Wetblackbearrubdismount.mp4,,
storying356,ballcreek-smallclearing-bigbullmooseapproachesfromright,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-BigBullmooseapproachesfromright.mp4,,,Bull Approaches Stage Right,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-BigBullmooseapproachesfromright.mp4,,
storying357,ballcreek-smallclearing-blackbearinspectscam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Blackbearinspectscam.mp4,,,Investigates Cam,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Blackbearinspectscam.mp4,,
storying358,ballcreek-smallclearing-blusterydayshot,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Blusterydayshot.mp4,,,Blustery,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Blusterydayshot.mp4,,
storying359,ballcreek-smallclearing-bullandcowmooseatnight,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullandcowmooseatnight.mp4,,,Bull and Cow,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullandcowmooseatnight.mp4,,
storying360,ballcreek-smallclearing-bullmoosebehindnight,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosebehindnight.mp4,,,Bollocks,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosebehindnight.mp4,,
storying361,ballcreek-smallclearing-bullmoosecenteredaway,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosecenteredaway.mp4,,,Browsing,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosecenteredaway.mp4,,
storying362,ballcreek-smallclearing-bullmoosefogscam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosefogscam.mp4,,,Turn Down Your Volume,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosefogscam.mp4,,
storying363,ballcreek-smallclearing-bullmooseheadclearandcloseup,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmooseheadclearandcloseup.mp4,,,Eye to Eye,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmooseheadclearandcloseup.mp4,,
storying364,ballcreek-smallclearing-bullmooseheadinclearingcam,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmooseheadinclearingcam.mp4,,,Behind the Veil ,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmooseheadinclearingcam.mp4,,
storying365,ballcreek-smallclearing-bullmoosequarteringawaycloseup,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosequarteringawaycloseup.mp4,,,Quartering Away,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosequarteringawaycloseup.mp4,,
storying366,ballcreek-smallclearing-bullmoosequarteringawayvideo,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosequarteringawayvideo.mp4,,,Shoulder,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosequarteringawayvideo.mp4,,
storying367,ballcreek-smallclearing-bullmoosequarteringawaywithwoodpecker,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosequarteringawaywithwoodpecker.mp4,,,Bull and Woodpecker,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmoosequarteringawaywithwoodpecker.mp4,,
storying368,ballcreek-smallclearing-bullmooseshoulderprofilebellandwind,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmooseshoulderprofilebellandwind.mp4,,,Ringing Bell,,,,,,Ball Creek;Small Clearing,,,video/avi,48.777514,-116.525875,Image; MovingImage,eng,,,video,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/videos/BallCreek-SmallClearing-Bullmooseshoulderprofilebellandwind.mp4,,
