objectid,storyingid,mapobjectid,filename,youtubeid,,title,date,date is approximate?,description,subject,location,degree-latitude,degree-longitude,format,latitude,longitude,type,language,rights,rightsstatement,object_template,object_download,image_small,image_thumb
storying117,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0315,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0315.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0315,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0315.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0315_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0315_th.jpg
storying118,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0317,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0317.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0317,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0317.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0317_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0317_th.jpg
storying119,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0319,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0319.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0319,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0319.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0319_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0319_th.jpg
storying120,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0321,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0321.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0321,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0321.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0321_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0321_th.jpg
storying121,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0323,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0323.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0323,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0323.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0323_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0323_th.jpg
storying122,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0325,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0325.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0325,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0325.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0325_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0325_th.jpg
storying123,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0327,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0327.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0327,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0327.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0327_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0327_th.jpg
storying124,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0329,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0329.jpg,,,SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0329,,,,,Salmo-Priest Critical Habitat;Little Snowy Ridge Funnel,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0329.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0329_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-LittleSnowyridgefunnel-IMAG0329_th.jpg
storying125,SalmoPriest-CriticalHabitat-LittleSnowysaddlesouth-IMAG0001,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowysaddlesouth-IMAG0001.avi,,,SalmoPriest-CriticalHabitat-LittleSnowysaddlesouth-IMAG0001,,,,,Salmo-Priest Critical Habitat;Little Snowy Saddle South,,,image/jpg,48.977655,-117.001221,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-LittleSnowysaddlesouth-IMAG0001.avi,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-LittleSnowysaddlesouth-IMAG0001_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-LittleSnowysaddlesouth-IMAG0001_th.jpg
storying126,SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmot0605,SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmot0605,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmot0605.jpg,,,HoaryMarmot0605.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Outcropping,,,image/jpg,48.950421,-117.016485,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmot0605.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmot0605_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmot0605_th.jpg
storying127,SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotgaze0605,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotgaze0605.jpg,,,HoaryMarmotgaze0605.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Outcropping,,,image/jpg,48.950421,-117.016485,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotgaze0605.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotgaze0605_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotgaze0605_th.jpg
storying128,SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotSnow,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotSnow.jpg,,,HoaryMarmotSnow.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Outcropping,,,image/jpg,48.950421,-117.016485,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotSnow.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotSnow_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotSnow_th.jpg
storying129,SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle0605,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle0605.jpg,,,HoaryMarmotWrestle0605.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Outcropping,,,image/jpg,48.950421,-117.016485,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle0605.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle0605_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle0605_th.jpg
storying130,SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle20605,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle20605.jpg,,,HoaryMarmotWrestle20605.jpg,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Outcropping,,,image/jpg,48.950421,-117.016485,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle20605.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle20605_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535outcropping-HoaryMarmotWrestle20605_th.jpg
storying131,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0004,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0004,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0004.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0004,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0004.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0004_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0004_th.jpg
storying132,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0005,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0005.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0005,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0005.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0005_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0005_th.jpg
storying133,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0006,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0006.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0006,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0006.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0006_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0006_th.jpg
storying134,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0007,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0007.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0007,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0007.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0007_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0007_th.jpg
storying135,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0008,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0008.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0008,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0008.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0008_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0008_th.jpg
storying136,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0009,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0009.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0009,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0009.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0009_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0009_th.jpg
storying137,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0010,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0010.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0010,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0010.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0010_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0010_th.jpg
storying138,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0011,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0011.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0011,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0011.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0011_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0011_th.jpg
storying139,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0012,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0012.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0012,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0012.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0012_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0012_th.jpg
storying140,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0013,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0013.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0013,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0013.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0013_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0013_th.jpg
storying141,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0014,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0014.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0014,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0014.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0014_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0014_th.jpg
storying142,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0015,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0015.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0015,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0015.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0015_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0015_th.jpg
storying143,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0016,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0016.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0016,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0016.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0016_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0016_th.jpg
storying144,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0017,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0017.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0017,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0017.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0017_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0017_th.jpg
storying145,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0018,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0018.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0018,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0018.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0018_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0018_th.jpg
storying146,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0019,,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0019.jpg,,,SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0019,,,,,Salmo-Priest Critical Habitat;SalmonDivide #535 Rim,,,image/jpg,48.952513,-117.014216,Image;StillImage,eng,,,image,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0019.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/small/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0019_sm.jpg,https://cdil.lib.uidaho.edu/storying-extinction/objects/trailcams/thumbs/SalmoPriest-CriticalHabitat-SalmoDivide535rim-IMAG0019_th.jpg
